Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
33,Yes,Travel_Rarely,118.0,Sales,16,3.0,Marketing,819,1,Female,69.0,3.0,2.0,Sales Executive,1,Single,5324.0,26507.0,5,No,15.0,3.0,3.0,0.0,6,3.0,3,3,2.0,0.0,2.0
44,No,Travel_Rarely,1096.0,Sales,7,3.0,Marketing,2088,2,Male,88.0,3.0,5.0,Manager,3,Married,16679.875,8751.0,7,No,13.0,3.0,3.0,1.0,26,5.0,3,20,9.0,3.0,10.0
56,No,Non-Travel,176.0,Research & Development,8,1.0,Medical,2482,4,Male,40.0,2.0,4.0,Healthcare Representative,2,Divorced,13576.0,25593.0,1,Yes,15.0,3.0,4.0,1.0,35,3.0,3,32,9.0,15.0,0.0
36,Yes,Travel_Frequently,807.0,Research & Development,17,3.0,Technical Degree,1767,3,Male,38.0,2.0,1.0,Research Scientist,3,Married,2437.0,15587.0,9,Yes,16.0,3.0,4.0,1.0,6,4.0,3,1,0.0,0.0,0.0
32,Yes,Travel_Rarely,600.0,Sales,7,4.0,Marketing,2102,1,Female,75.0,3.0,2.0,Sales Executive,1,Single,8225.0,18383.0,0,Yes,20.0,3.0,1.0,0.0,5,3.0,3,3,2.0,0.0,3.0
40,No,Travel_Rarely,1251.0,Research & Development,13,1.0,Medical,2527,3,Male,68.0,3.0,3.0,Research Director,3,Single,13461.0,7917.0,7,No,22.0,4.0,3.0,0.0,12,3.0,3,5,3.0,2.0,2.0
32,No,Travel_Rarely,548.0,Research & Development,1,3.0,Life Sciences,96,2,Male,66.0,3.0,2.0,Research Scientist,2,Married,6220.0,7346.0,1,No,17.0,3.0,2.0,2.0,10,3.0,3,10,4.0,0.0,9.0
38,No,Travel_Rarely,1261.0,Research & Development,2,4.0,Life Sciences,271,4,Male,88.0,3.0,2.0,Manufacturing Director,3,Married,6553.0,7259.0,9,No,14.0,3.0,2.0,0.0,14,3.0,3,1,0.0,0.0,0.0
33,No,Travel_Rarely,1140.0,Research & Development,20,1.0,Life Sciences,2668,4,Female,48.0,3.0,2.0,Healthcare Representative,4,Married,4015.0,19168.0,1,Yes,23.0,4.0,4.0,1.0,7,2.0,1,12,6.0,0.0,7.0
56,Yes,Travel_Rarely,310.0,Research & Development,7,2.0,Technical Degree,2032,4,Male,72.0,3.0,1.0,Laboratory Technician,3,Married,2339.0,3666.0,8,No,11.0,3.0,4.0,1.0,14,4.0,1,10,9.0,9.0,8.0
43,No,Travel_Rarely,490.0,Sales,7,3.0,Technical Degree,2695,3,Female,78.0,1.0,4.0,Manager,3,Married,16679.875,14980.0,3,Yes,9.0,3.0,2.0,1.0,26,2.0,2,4,7.0,7.0,7.0
26,No,Travel_Rarely,933.0,Sales,1,3.0,Life Sciences,476,3,Male,57.0,3.0,2.0,Sales Executive,3,Married,5296.0,20156.0,1,No,17.0,3.0,2.0,1.0,8,3.0,3,8,7.0,7.0,7.0
51,No,Travel_Rarely,432.0,Research & Development,9,4.0,Life Sciences,116,4,Male,96.0,3.0,1.0,Laboratory Technician,4,Married,2075.0,18725.0,3,No,23.0,4.0,2.0,2.0,10,4.0,3,4,2.0,0.0,3.0
31,Yes,Non-Travel,335.0,Research & Development,9,2.0,Medical,991,3,Male,46.0,2.0,1.0,Research Scientist,1,Single,2321.0,10322.0,0,Yes,22.0,4.0,1.0,0.0,4,0.0,3,3,2.0,1.0,2.0
24,No,Non-Travel,1092.0,Research & Development,9,3.0,Life Sciences,812,3,Male,60.0,2.0,1.0,Laboratory Technician,2,Divorced,2694.0,26551.0,1,No,11.0,3.0,3.0,3.0,1,4.0,3,1,0.0,0.0,0.0
33,No,Travel_Rarely,575.0,Research & Development,25,3.0,Life Sciences,1545,4,Male,44.0,2.0,2.0,Manufacturing Director,2,Single,4320.0,24152.0,1,No,13.0,3.0,4.0,0.0,5,2.0,3,5,3.0,0.0,2.0
40,No,Travel_Rarely,988.0,Research & Development,29,3.0,Technical Degree,2655,4,Male,86.0,4.0,1.0,Laboratory Technician,2,Divorced,4873.0,5858.0,5,No,14.0,3.0,3.0,1.0,5,0.0,3,4,4.0,0.0,2.0
60,No,Travel_Rarely,696.0,Sales,7,4.0,Marketing,1233,2,Male,52.0,4.0,2.0,Sales Executive,4,Divorced,5220.0,10893.0,0,Yes,18.0,3.0,2.0,1.0,12,3.0,3,11,7.0,1.0,9.0
43,No,Non-Travel,980.0,Research & Development,4,3.0,Life Sciences,2448,3,Male,91.0,2.0,1.0,Laboratory Technician,3,Single,3160.0,7974.0,3,No,15.0,3.0,4.0,0.0,4,5.0,3,3,2.0,0.0,3.0
30,No,Non-Travel,990.0,Research & Development,7,3.0,Technical Degree,1482,3,Male,64.0,3.0,1.0,Research Scientist,3,Divorced,1274.0,7152.0,1,No,13.0,3.0,2.0,2.0,1,2.0,2,1,0.0,0.0,0.0
42,No,Travel_Rarely,932.0,Research & Development,1,2.0,Life Sciences,827,4,Female,43.0,2.0,2.0,Manufacturing Director,4,Married,6062.0,4051.0,9,Yes,13.0,3.0,4.0,1.0,8,4.0,3,4,3.0,0.0,2.0
36,No,Non-Travel,829.0,Research & Development,1,1.0,Life Sciences,292,3,Male,88.0,2.0,3.0,Manufacturing Director,3,Single,8474.0,20925.0,1,No,22.0,4.0,3.0,0.0,12,2.0,3,11,8.0,5.0,8.0
52,Yes,Travel_Rarely,266.0,Sales,2,1.0,Marketing,1038,1,Female,57.0,1.0,5.0,Manager,4,Married,16679.875,25846.0,1,No,15.0,3.0,4.0,1.0,33,3.0,3,32,14.0,6.0,9.0
39,No,Travel_Rarely,364.0,Research & Development,28,2.0,Medical,2313,3,Female,54.0,2.0,2.0,Healthcare Representative,4,Divorced,5730.0,17171.0,7,No,14.0,3.0,3.0,2.0,7,2.0,3,3,2.0,1.0,3.0
29,No,Non-Travel,698.0,Research & Development,11,3.0,Medical,2707,3,Female,42.0,3.0,3.0,Research Director,3,Married,11034.0,26862.0,4,No,17.0,4.0,3.0,1.0,13,2.0,3,8,7.0,4.0,8.0
41,No,Travel_Rarely,263.0,Research & Development,6,3.0,Medical,957,4,Male,59.0,3.0,1.0,Laboratory Technician,3,Single,4721.0,3119.0,2,Yes,13.0,3.0,3.0,0.0,20,3.0,3,18,13.0,2.0,17.0
49,No,Travel_Rarely,490.0,Sales,0,3.0,Technical Degree,2167,3,Female,73.0,1.0,4.0,Manager,2,Married,16679.875,14979.0,3,Yes,11.0,3.0,2.0,1.0,25,2.0,2,7,7.0,7.0,7.0
45,No,Travel_Rarely,1016.0,Research & Development,7,5.0,Medical,2679,3,Female,47.0,1.0,2.0,Laboratory Technician,1,Single,5767.0,23449.0,1,Yes,14.0,3.0,1.0,0.0,9,3.0,3,8,7.0,1.0,4.0
45,No,Travel_Rarely,549.0,Research & Development,8,4.0,Other,452,4,Male,75.0,3.0,2.0,Research Scientist,3,Married,3697.0,9278.0,9,No,14.0,3.0,1.0,2.0,12,3.0,3,10,9.0,9.0,8.0
37,No,Travel_Rarely,911.0,Research & Development,11,2.0,Medical,2457,2,Male,46.0,2.0,2.0,Manufacturing Director,2,Divorced,8847.0,13933.0,2,Yes,11.0,3.0,3.0,1.0,14,2.0,3,1,2.0,0.0,2.0
33,No,Travel_Rarely,213.0,Research & Development,7,3.0,Medical,817,3,Male,49.0,3.0,3.0,Research Director,3,Married,4967.0,25995.0,0,No,11.0,3.0,4.0,0.0,14,3.0,4,13,9.0,3.0,7.0
48,No,Travel_Rarely,1236.0,Research & Development,1,4.0,Life Sciences,664,4,Female,40.0,2.0,4.0,Manager,3,Married,15402.0,17997.0,7,No,11.0,3.0,1.0,1.0,21,3.0,1,3,2.0,0.0,2.0
46,No,Travel_Rarely,150.0,Research & Development,2,4.0,Technical Degree,1228,4,Male,60.0,3.0,2.0,Manufacturing Director,4,Divorced,7379.0,17433.0,2,No,11.0,3.0,3.0,1.0,12,3.0,2,6,3.0,1.0,4.0
38,Yes,Travel_Rarely,1180.0,Research & Development,29,1.0,Medical,282,2,Male,70.0,3.0,2.0,Healthcare Representative,1,Married,6673.0,11354.0,7,Yes,19.0,3.0,2.0,0.0,10,2.0,3,1,0.0,0.0,0.0
24,No,Travel_Rarely,350.0,Research & Development,21,2.0,Technical Degree,1551,3,Male,57.0,2.0,1.0,Laboratory Technician,1,Divorced,2296.0,10036.0,0,No,14.0,3.0,2.0,3.0,2,3.0,3,1,1.0,0.0,0.0
21,No,Travel_Rarely,984.0,Research & Development,1,1.0,Technical Degree,1131,4,Female,70.0,2.0,1.0,Research Scientist,2,Single,2070.0,25326.0,1,Yes,11.0,3.0,3.0,0.0,2,6.0,4,2,2.0,2.0,2.0
35,No,Travel_Rarely,1258.0,Research & Development,1,4.0,Life Sciences,826,4,Female,40.0,4.0,1.0,Research Scientist,3,Single,2506.0,13301.0,3,No,13.0,3.0,3.0,0.0,7,0.0,3,2,2.0,2.0,2.0
29,No,Travel_Frequently,410.0,Research & Development,2,1.0,Life Sciences,1513,4,Female,97.0,3.0,1.0,Laboratory Technician,3,Married,3180.0,4668.0,0,No,13.0,3.0,3.0,3.0,4,3.0,3,3,2.0,0.0,2.0
39,No,Travel_Rarely,306.0,Sales,9,4.0,Life Sciences,2483,4,Female,87.0,2.0,2.0,Sales Executive,4,Divorced,6694.0,24223.0,2,Yes,13.0,3.0,3.0,3.0,11,5.0,3,2,0.0,0.0,0.0
47,No,Travel_Frequently,215.0,Sales,5,3.0,Medical,2477,4,Female,50.0,3.0,4.0,Sales Executive,3,Divorced,13768.0,10226.0,9,Yes,13.0,3.0,4.0,2.0,29,2.0,2,23,2.0,11.0,13.0
44,No,Travel_Rarely,170.0,Research & Development,1,4.0,Life Sciences,1903,2,Male,78.0,4.0,2.0,Healthcare Representative,1,Married,5033.0,9364.0,2,No,15.0,3.0,4.0,1.0,10,5.0,3,2,0.0,2.0,2.0
44,No,Travel_Frequently,383.0,Sales,1,5.0,Marketing,1481,1,Female,79.0,3.0,2.0,Sales Executive,3,Married,4768.0,9282.0,7,No,12.0,3.0,3.0,1.0,11,4.0,2,1,0.0,0.0,0.0
34,No,Travel_Rarely,285.0,Research & Development,29,3.0,Life Sciences,1377,2,Male,86.0,3.0,2.0,Laboratory Technician,3,Married,5429.0,17491.0,4,No,13.0,3.0,1.0,2.0,10,1.0,3,8,7.0,7.0,7.0
19,No,Travel_Rarely,645.0,Research & Development,9,2.0,Life Sciences,1193,3,Male,54.0,3.0,1.0,Research Scientist,1,Single,2552.0,7172.0,1,No,25.0,4.0,3.0,0.0,1,4.0,3,1,1.0,0.0,0.0
19,Yes,Non-Travel,504.0,Research & Development,10,3.0,Medical,1248,1,Female,96.0,2.0,1.0,Research Scientist,2,Single,1859.0,6148.0,1,Yes,25.0,4.0,2.0,0.0,1,2.0,4,1,1.0,0.0,0.0
39,No,Travel_Rarely,392.0,Sales,6,3.0,Marketing,2258,2,Male,100.0,2.0,1.0,Sales Representative,2,Married,2900.0,12102.0,0,No,21.0,3.0,4.0,1.0,1,3.0,3,2,2.0,1.0,2.0
42,No,Travel_Rarely,544.0,Human Resources,2,1.0,Technical Degree,470,3,Male,52.0,3.0,1.0,Human Resources,3,Divorced,2696.0,24017.0,0,Yes,11.0,3.0,3.0,1.0,4,5.0,3,3,2.0,1.0,0.0
29,No,Travel_Rarely,1370.0,Research & Development,3,1.0,Medical,1586,2,Male,87.0,3.0,1.0,Laboratory Technician,1,Single,4723.0,16213.0,1,Yes,18.0,3.0,4.0,0.0,10,3.0,3,10,9.0,1.0,5.0
44,No,Travel_Rarely,986.0,Research & Development,7,4.0,Life Sciences,874,1,Male,62.0,4.0,1.0,Laboratory Technician,4,Married,2818.0,5044.0,2,Yes,24.0,4.0,3.0,1.0,10,2.0,2,3,2.0,0.0,2.0
25,No,Travel_Rarely,882.0,Research & Development,19,1.0,Medical,1358,4,Male,67.0,3.0,1.0,Laboratory Technician,4,Married,3669.0,9075.0,2,No,11.0,3.0,3.0,3.0,7,6.0,2,3,2.0,1.0,2.0
56,No,Travel_Rarely,1400.0,Research & Development,7,3.0,Life Sciences,112,3,Male,49.0,1.0,3.0,Manufacturing Director,4,Single,7260.0,21698.0,4,No,11.0,3.0,1.0,0.0,10,3.0,2,6,4.0,0.0,2.0
52,No,Travel_Rarely,1053.0,Research & Development,1,2.0,Life Sciences,976,4,Male,70.0,3.0,4.0,Manager,4,Married,16679.875,13829.0,2,No,15.0,3.0,2.0,1.0,26,2.0,3,9,8.0,7.0,8.0
36,No,Travel_Rarely,1115.0,Research & Development,1,4.0,Life Sciences,77,1,Male,51.0,2.0,2.0,Manufacturing Director,3,Divorced,5993.0,2689.0,1,No,18.0,3.0,3.0,1.0,7,2.0,4,7,5.0,0.0,7.0
29,Yes,Travel_Rarely,428.0,Sales,9,3.0,Marketing,1752,2,Female,52.0,1.0,1.0,Sales Representative,2,Single,2760.0,14630.0,1,No,13.0,3.0,3.0,0.0,2,3.0,3,2,2.0,2.0,2.0
55,No,Travel_Rarely,836.0,Research & Development,8,3.0,Medical,84,4,Female,33.0,3.0,4.0,Manager,3,Divorced,14756.0,19730.0,2,Yes,14.0,3.0,3.0,3.0,21,2.0,3,5,0.0,0.0,2.0
42,No,Travel_Rarely,691.0,Sales,8,4.0,Marketing,35,3,Male,48.0,3.0,2.0,Sales Executive,2,Married,6825.0,21173.0,0,No,11.0,3.0,4.0,1.0,10,2.0,3,9,7.0,4.0,2.0
31,No,Travel_Rarely,1276.0,Research & Development,2,1.0,Medical,1974,4,Female,59.0,1.0,1.0,Laboratory Technician,4,Divorced,1129.0,17536.0,1,Yes,11.0,3.0,3.0,3.0,1,4.0,3,1,0.0,0.0,0.0
42,No,Travel_Rarely,1147.0,Human Resources,10,3.0,Human Resources,1408,3,Female,31.0,3.0,4.0,Manager,1,Married,16679.875,16616.0,0,No,14.0,3.0,3.0,1.0,21,5.0,3,20,7.0,0.0,9.0
41,No,Travel_Rarely,918.0,Sales,6,3.0,Marketing,1708,4,Male,35.0,3.0,3.0,Sales Executive,3,Single,9241.0,15869.0,1,No,12.0,3.0,2.0,0.0,10,3.0,3,10,8.0,8.0,7.0
24,Yes,Travel_Rarely,813.0,Research & Development,1,3.0,Medical,45,2,Male,61.0,3.0,1.0,Research Scientist,4,Married,2293.0,3020.0,2,Yes,16.0,3.0,1.0,1.0,6,2.0,2,2,0.0,2.0,0.0
46,No,Travel_Rarely,569.0,Sales,13,3.0,Medical,2371,3,Female,79.0,3.0,2.0,Sales Executive,3,Married,4593.0,24198.0,3,Yes,14.0,3.0,3.0,1.0,14,4.0,2,3,4.0,1.0,2.0
36,Yes,Travel_Rarely,318.0,Research & Development,9,3.0,Medical,90,4,Male,79.0,2.0,1.0,Research Scientist,3,Married,3388.0,21777.0,0,Yes,17.0,3.0,1.0,1.0,2,0.0,2,1,0.0,0.0,0.0
34,No,Travel_Rarely,401.0,Research & Development,1,3.0,Life Sciences,1447,4,Female,86.0,2.0,1.0,Laboratory Technician,2,Married,4967.0,3708.0,5,No,17.0,3.0,1.0,1.0,10,2.0,2,5,4.0,0.0,2.0
57,No,Travel_Rarely,1150.0,Sales,3,3.0,Marketing,2239,4,Female,52.0,3.0,2.0,Sales Executive,1,Married,5941.0,17009.0,2,No,15.0,3.0,4.0,1.0,18,4.0,3,8,2.0,0.0,5.0
29,No,Travel_Rarely,1381.0,Research & Development,0,4.0,Medical,2254,1,Male,84.0,4.0,1.0,Laboratory Technician,4,Married,4422.0,13421.0,1,No,20.0,4.0,2.0,1.0,7,2.0,3,8,7.0,0.0,7.0
40,No,Travel_Rarely,329.0,Research & Development,7,4.0,Life Sciences,1361,2,Male,88.0,3.0,1.0,Laboratory Technician,2,Married,2387.0,6762.0,3,No,22.0,4.0,3.0,1.0,7,3.0,3,4,2.0,0.0,3.0
43,No,Travel_Rarely,623.0,Research & Development,0,4.0,Life Sciences,2469,3,Female,84.0,3.0,2.0,Healthcare Representative,4,Married,4091.0,5720.0,1,No,12.0,3.0,2.0,2.0,10,4.0,3,12,2.0,2.0,2.0
27,No,Travel_Rarely,1133.0,Research & Development,13,4.0,Technical Degree,2352,3,Female,39.0,3.0,1.0,Laboratory Technician,2,Married,2811.0,12083.0,9,No,16.0,3.0,2.0,1.0,4,2.0,3,2,2.0,2.0,2.0
29,No,Travel_Rarely,1329.0,Research & Development,7,3.0,Life Sciences,1260,3,Male,82.0,3.0,2.0,Healthcare Representative,4,Divorced,6623.0,4204.0,1,Yes,11.0,3.0,2.0,2.0,6,2.0,3,6,0.0,1.0,0.0
36,No,Travel_Rarely,1403.0,Research & Development,6,3.0,Life Sciences,373,4,Male,47.0,3.0,1.0,Laboratory Technician,4,Married,3210.0,20251.0,0,No,11.0,3.0,3.0,1.0,16,4.0,3,15,13.0,10.0,11.0
44,No,Travel_Rarely,1459.0,Research & Development,10,4.0,Other,40,4,Male,41.0,3.0,2.0,Healthcare Representative,4,Married,6465.0,19121.0,2,Yes,13.0,3.0,4.0,0.0,9,5.0,4,4,2.0,1.0,3.0
41,No,Travel_Rarely,549.0,Research & Development,7,2.0,Medical,1025,4,Female,42.0,3.0,2.0,Manufacturing Director,3,Single,5003.0,23371.0,6,No,14.0,3.0,2.0,0.0,8,6.0,3,2,2.0,2.0,1.0
25,Yes,Travel_Frequently,599.0,Sales,24,1.0,Life Sciences,1273,3,Male,73.0,1.0,1.0,Sales Representative,4,Single,1118.0,8040.0,1,Yes,14.0,3.0,4.0,0.0,1,4.0,3,1,0.0,1.0,0.0
39,No,Travel_Rarely,1383.0,Human Resources,2,3.0,Life Sciences,909,3,Female,42.0,2.0,2.0,Human Resources,4,Married,5204.0,7790.0,2,No,11.0,3.0,3.0,2.0,13,2.0,3,5,4.0,0.0,4.0
39,No,Travel_Rarely,1132.0,Research & Development,1,3.0,Medical,417,3,Male,48.0,4.0,3.0,Healthcare Representative,4,Divorced,9613.0,10942.0,2,No,17.0,3.0,1.0,3.0,19,5.0,2,18,10.0,3.0,7.0
23,No,Travel_Rarely,650.0,Research & Development,9,1.0,Medical,758,2,Male,37.0,3.0,1.0,Laboratory Technician,1,Married,2500.0,4344.0,1,No,14.0,3.0,4.0,1.0,5,2.0,4,4,3.0,0.0,2.0
38,No,Travel_Frequently,888.0,Human Resources,7,4.0,Human Resources,1563,3,Male,71.0,3.0,2.0,Human Resources,3,Married,6077.0,14814.0,3,No,11.0,3.0,3.0,0.0,10,2.0,3,6,3.0,1.0,2.0
35,No,Non-Travel,1180.0,Research & Development,2,2.0,Medical,1804,2,Male,90.0,3.0,2.0,Manufacturing Director,4,Divorced,5762.0,24442.0,2,No,14.0,3.0,3.0,1.0,15,6.0,3,5,7.0,1.0,7.0
27,No,Travel_Rarely,1331.0,Sales,32,4.0,Life Sciences,2193,3,Male,63.0,3.0,2.0,Sales Executive,1,Divorced,4118.0,13192.0,2,No,18.0,3.0,3.0,3.0,11,3.0,3,1,3.0,0.0,3.0
33,No,Travel_Frequently,430.0,Sales,7,3.0,Medical,1477,4,Male,54.0,3.0,2.0,Sales Executive,1,Married,4373.0,17456.0,0,No,14.0,3.0,1.0,2.0,5,2.0,3,4,3.0,0.0,3.0
37,No,Travel_Rarely,815.0,Research & Development,0,3.0,Medical,2272,4,Female,59.0,2.0,2.0,Laboratory Technician,4,Married,5364.0,10846.0,0,No,9.0,3.0,2.0,1.0,9,0.0,3,8,7.0,0.0,0.0
52,No,Travel_Rarely,1490.0,Research & Development,7,2.0,Life Sciences,546,4,Female,30.0,3.0,4.0,Manager,3,Married,16555.0,10310.0,2,No,13.0,3.0,4.0,0.0,31,2.0,1,5,2.0,1.0,4.0
38,No,Travel_Frequently,653.0,Research & Development,29,5.0,Life Sciences,79,4,Female,50.0,3.0,2.0,Laboratory Technician,4,Single,2406.0,5456.0,1,No,11.0,3.0,4.0,0.0,10,2.0,3,10,3.0,9.0,9.0
32,No,Travel_Rarely,634.0,Research & Development,5,4.0,Other,1607,2,Female,35.0,4.0,1.0,Research Scientist,4,Married,3312.0,18783.0,3,No,17.0,3.0,4.0,2.0,6,3.0,3,3,2.0,0.0,2.0
32,No,Travel_Rarely,727.0,Research & Development,30,1.0,Life Sciences,2547,4,Male,95.0,1.0,2.0,Healthcare Representative,3,Divorced,6385.0,21140.0,8,No,19.0,3.0,4.0,2.0,13,3.0,3,5,0.0,1.0,6.0
28,No,Travel_Rarely,640.0,Research & Development,1,3.0,Technical Degree,1301,4,Male,84.0,3.0,1.0,Research Scientist,1,Single,2080.0,4732.0,2,No,11.0,3.0,2.0,0.0,5,2.0,2,3,2.0,1.0,2.0
36,No,Travel_Frequently,793.0,Sales,1,1.0,Life Sciences,2249,4,Male,43.0,1.0,2.0,Sales Executive,4,Single,5068.0,20395.0,3,No,17.0,4.0,2.0,0.0,7,3.0,3,9,2.0,0.0,0.0
33,No,Travel_Frequently,1392.0,Research & Development,3,4.0,Life Sciences,5,4,Female,56.0,3.0,1.0,Research Scientist,3,Married,2909.0,23159.0,1,Yes,11.0,3.0,3.0,0.0,8,3.0,3,8,7.0,3.0,0.0
50,No,Travel_Frequently,1061.0,Research & Development,1,1.0,Life Sciences,2663,2,Male,45.0,3.0,5.0,Research Director,4,Married,16679.875,13735.0,3,No,14.0,3.0,4.0,0.0,25,3.0,3,7,4.0,4.0,3.0
35,Yes,Travel_Rarely,1204.0,Sales,4,3.0,Technical Degree,1100,3,Male,86.0,3.0,3.0,Sales Executive,1,Single,9582.0,10333.0,2,Yes,22.0,4.0,1.0,0.0,9,2.0,3,8,7.0,4.0,7.0
32,No,Travel_Rarely,988.0,Research & Development,5,4.0,Medical,2233,2,Male,96.0,2.0,3.0,Research Director,3,Married,11938.0,21529.0,1,No,20.0,3.0,3.0,0.0,7,2.0,3,13,2.0,0.0,7.0
40,No,Travel_Rarely,1194.0,Research & Development,2,4.0,Medical,2051,3,Female,98.0,3.0,1.0,Research Scientist,3,Married,2001.0,12549.0,2,No,14.0,3.0,2.0,3.0,20,2.0,3,5,3.0,0.0,2.0
45,No,Travel_Rarely,974.0,Research & Development,1,4.0,Medical,996,4,Female,91.0,3.0,1.0,Laboratory Technician,4,Divorced,2270.0,11005.0,3,No,14.0,3.0,4.0,2.0,8,2.0,3,5,3.0,0.0,2.0
53,No,Travel_Rarely,868.0,Sales,8,3.0,Marketing,897,1,Male,73.0,3.0,4.0,Sales Executive,4,Married,11836.0,22789.0,5,No,14.0,3.0,3.0,1.0,28,3.0,3,2,0.0,2.0,2.0
55,No,Travel_Rarely,1229.0,Research & Development,4,4.0,Life Sciences,1501,4,Male,30.0,3.0,2.0,Healthcare Representative,3,Married,4035.0,16143.0,0,Yes,16.0,3.0,2.0,0.0,4,2.0,3,3,2.0,1.0,2.0
27,No,Travel_Rarely,1220.0,Research & Development,5,3.0,Life Sciences,434,3,Female,85.0,3.0,1.0,Research Scientist,2,Single,2478.0,20938.0,1,Yes,12.0,3.0,2.0,0.0,4,2.0,2,4,3.0,1.0,2.0
38,No,Travel_Rarely,1303.0,Research & Development,23,2.0,Technical Degree,2150,1,Male,61.0,3.0,2.0,Research Scientist,4,Divorced,3322.0,24446.0,1,No,14.0,3.0,1.0,2.0,12,3.0,3,10,8.0,4.0,7.0
36,Yes,Travel_Rarely,417.0,Sales,3,4.0,Marketing,2154,3,Male,82.0,2.0,2.0,Sales Executive,2,Single,9907.0,26185.0,7,Yes,15.0,3.0,3.0,0.0,7,3.0,2,0,2.0,2.0,2.0
32,No,Travel_Rarely,334.0,Research & Development,5,2.0,Life Sciences,21,3,Male,80.0,4.0,1.0,Research Scientist,2,Divorced,3298.0,15053.0,0,Yes,12.0,3.0,4.0,2.0,7,5.0,2,6,2.0,0.0,5.0
32,Yes,Travel_Rarely,1045.0,Sales,4,4.0,Medical,291,4,Male,32.0,1.0,3.0,Sales Executive,4,Married,10400.0,25812.0,1,No,11.0,3.0,3.0,0.0,14,2.0,2,14,8.0,9.0,8.0
36,No,Non-Travel,1450.0,Research & Development,3,3.0,Medical,224,3,Male,79.0,2.0,1.0,Research Scientist,3,Divorced,2566.0,25326.0,1,Yes,15.0,3.0,4.0,1.0,1,2.0,2,1,1.0,0.0,1.0
40,No,Travel_Frequently,1184.0,Sales,2,4.0,Medical,1212,2,Male,62.0,3.0,2.0,Sales Executive,2,Married,4327.0,25440.0,5,No,12.0,3.0,4.0,3.0,5,2.0,3,0,0.0,0.0,0.0
21,Yes,Travel_Frequently,251.0,Research & Development,10,2.0,Life Sciences,1279,3,Female,45.0,2.0,1.0,Laboratory Technician,3,Single,2625.0,25308.0,1,No,20.0,4.0,3.0,0.0,2,2.0,1,2,2.0,2.0,2.0
44,No,Travel_Rarely,528.0,Human Resources,1,3.0,Life Sciences,1683,3,Female,44.0,3.0,1.0,Human Resources,4,Divorced,3195.0,4167.0,4,Yes,18.0,3.0,1.0,3.0,8,2.0,3,2,2.0,2.0,2.0
38,No,Travel_Rarely,688.0,Research & Development,23,4.0,Life Sciences,393,4,Male,82.0,3.0,2.0,Healthcare Representative,4,Divorced,5745.0,18899.0,9,No,14.0,3.0,2.0,1.0,10,2.0,3,2,2.0,1.0,2.0
30,No,Travel_Rarely,317.0,Research & Development,2,3.0,Life Sciences,548,3,Female,43.0,1.0,2.0,Manufacturing Director,4,Single,6091.0,24793.0,2,No,20.0,4.0,3.0,0.0,11,2.0,3,5,4.0,0.0,2.0
24,No,Travel_Frequently,567.0,Research & Development,2,1.0,Technical Degree,1646,1,Female,32.0,3.0,1.0,Research Scientist,4,Single,3760.0,17218.0,1,Yes,13.0,3.0,3.0,0.0,6,2.0,3,6,3.0,1.0,3.0
45,No,Travel_Rarely,788.0,Human Resources,7,4.0,Medical,1049,2,Male,36.0,3.0,1.0,Human Resources,2,Single,2177.0,8318.0,2,No,16.0,3.0,1.0,0.0,6,3.0,3,6,3.0,0.0,4.0
46,No,Travel_Rarely,1450.0,Research & Development,15,2.0,Life Sciences,1217,4,Male,52.0,3.0,5.0,Research Director,2,Married,16679.875,10849.0,5,No,11.0,3.0,1.0,1.0,25,2.0,3,4,2.0,0.0,3.0
25,No,Travel_Rarely,883.0,Sales,26,1.0,Medical,781,3,Female,32.0,3.0,2.0,Sales Executive,4,Single,4967.0,22807.0,1,No,23.0,4.0,2.0,0.0,6,5.0,2,6,5.0,1.0,4.0
59,No,Travel_Frequently,1224.0,Sales,0,1.0,Life Sciences,2396,1,Female,56.0,2.0,2.0,Sales Executive,3,Single,5476.0,24667.0,7,No,8.0,3.0,4.0,0.0,19,2.0,2,2,3.0,1.0,3.0
38,No,Travel_Rarely,594.0,Research & Development,2,2.0,Medical,1760,3,Female,75.0,2.0,1.0,Laboratory Technician,2,Married,2468.0,15963.0,4,No,14.0,3.0,2.0,1.0,9,4.0,2,6,1.0,0.0,5.0
43,No,Travel_Rarely,450.0,Research & Development,19,3.0,Life Sciences,2506,3,Female,86.0,3.0,3.0,Manufacturing Director,4,Single,7944.0,19947.0,6,Yes,14.0,3.0,4.0,0.0,20,2.0,2,1,2.0,3.0,3.0
31,No,Non-Travel,697.0,Research & Development,10,3.0,Medical,1979,3,Female,40.0,3.0,3.0,Research Director,3,Married,11031.0,26862.0,4,No,20.0,4.0,3.0,1.0,13,2.0,4,11,7.0,4.0,8.0
